locus_tag	ftype	length_bp	gene	EC_number	COG	product
NJOOCDGH_04630	CDS	1446	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
NJOOCDGH_04631	CDS	378	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
NJOOCDGH_04632	CDS	387				hypothetical protein
NJOOCDGH_04633	CDS	792				hypothetical protein
NJOOCDGH_04634	CDS	1650				hypothetical protein
NJOOCDGH_04635	CDS	4581				hypothetical protein
NJOOCDGH_04636	CDS	651				hypothetical protein
NJOOCDGH_04637	CDS	1770				hypothetical protein
NJOOCDGH_04638	CDS	810				hypothetical protein
NJOOCDGH_04639	CDS	561	regA		COG4567	Photosynthetic apparatus regulatory protein RegA
NJOOCDGH_04640	CDS	1269				hypothetical protein
NJOOCDGH_04641	CDS	711				hypothetical protein
NJOOCDGH_04642	CDS	1614	dppA_1		COG0747	Periplasmic dipeptide transport protein
NJOOCDGH_04643	CDS	1599	dppA_2		COG0747	Periplasmic dipeptide transport protein
NJOOCDGH_04644	CDS	1218	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
NJOOCDGH_04645	CDS	564	puuR_1			HTH-type transcriptional regulator PuuR
NJOOCDGH_04646	CDS	1602	dppA_3		COG0747	Periplasmic dipeptide transport protein
NJOOCDGH_04647	CDS	1452	oprD_8	3.4.21.-		Porin D
NJOOCDGH_04648	CDS	1596	dppA_4		COG0747	Periplasmic dipeptide transport protein
NJOOCDGH_04649	CDS	1011	dppB		COG0601	Dipeptide transport system permease protein DppB
NJOOCDGH_04650	CDS	912	dppC		COG1173	Dipeptide transport system permease protein DppC
NJOOCDGH_04651	CDS	975	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
NJOOCDGH_04652	CDS	972	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
NJOOCDGH_04653	CDS	633	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
NJOOCDGH_04654	CDS	474	lrp_4		COG1522	Leucine-responsive regulatory protein
NJOOCDGH_04655	CDS	930	pxpC_3	3.5.2.9	COG1984	5-oxoprolinase subunit C
NJOOCDGH_04656	CDS	678	pxpB_3	3.5.2.9	COG2049	5-oxoprolinase subunit B
NJOOCDGH_04657	CDS	756	pxpA3_2	3.5.2.9	COG1540	5-oxoprolinase subunit A 3
NJOOCDGH_04658	CDS	900				hypothetical protein
NJOOCDGH_04659	CDS	2553				hypothetical protein
NJOOCDGH_04660	CDS	2262	bfrD_2		COG4774	putative TonB-dependent receptor BfrD
NJOOCDGH_04661	CDS	729		1.14.11.-	COG3128	PKHD-type hydroxylase
NJOOCDGH_04662	CDS	816	esiB			Secretory immunoglobulin A-binding protein EsiB
NJOOCDGH_04663	CDS	1803	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
NJOOCDGH_04664	CDS	426				hypothetical protein
NJOOCDGH_04665	CDS	1164	ldc	4.1.1.17		Lysine/ornithine decarboxylase
NJOOCDGH_04666	CDS	2022				hypothetical protein
NJOOCDGH_04667	CDS	837				hypothetical protein
NJOOCDGH_04668	CDS	567	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
NJOOCDGH_04669	CDS	2256				hypothetical protein
NJOOCDGH_04670	CDS	849	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
NJOOCDGH_04671	tRNA	76				tRNA-Thr(cgt)
NJOOCDGH_04672	CDS	1701	xpsE		COG2804	Type II secretion system protein E
NJOOCDGH_04673	CDS	1125	epsF_3		COG1459	Type II secretion system protein F
NJOOCDGH_04674	CDS	873	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
NJOOCDGH_04675	CDS	612	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NJOOCDGH_04676	CDS	201	yacG		COG3024	DNA gyrase inhibitor YacG
NJOOCDGH_04677	CDS	210				hypothetical protein
NJOOCDGH_04678	CDS	690				hypothetical protein
NJOOCDGH_04679	CDS	471				hypothetical protein
NJOOCDGH_04680	CDS	426	ypeA	2.3.1.-		Acetyltransferase YpeA
NJOOCDGH_04681	CDS	630				hypothetical protein
NJOOCDGH_04682	CDS	450				hypothetical protein
NJOOCDGH_04683	CDS	171				hypothetical protein
NJOOCDGH_04684	CDS	1308	ndh	1.6.99.3	COG1252	NADH dehydrogenase
NJOOCDGH_04685	CDS	1059	zapE_3		COG1485	Cell division protein ZapE
NJOOCDGH_04686	CDS	1626	hxuB_1		COG2831	Heme/hemopexin transporter protein HuxB
NJOOCDGH_04687	CDS	4254				hypothetical protein
NJOOCDGH_04688	tRNA	76				tRNA-Lys(ttt)
NJOOCDGH_04689	tRNA	77				tRNA-Pro(tgg)
NJOOCDGH_04690	tRNA	76				tRNA-Asn(gtt)
NJOOCDGH_04691	CDS	2565	clpB		COG0542	Chaperone protein ClpB
NJOOCDGH_04692	CDS	729	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
NJOOCDGH_04693	CDS	963	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NJOOCDGH_04694	CDS	1026	bamD			Outer membrane protein assembly factor BamD
NJOOCDGH_04695	CDS	246				hypothetical protein
NJOOCDGH_04696	CDS	1593	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_04697	CDS	1338	zraR_3		COG2204	Transcriptional regulatory protein ZraR
NJOOCDGH_04698	CDS	1095	thiO	1.4.3.19		Glycine oxidase
NJOOCDGH_04699	CDS	510				hypothetical protein
NJOOCDGH_04700	CDS	507				hypothetical protein
NJOOCDGH_04701	CDS	558				hypothetical protein
NJOOCDGH_04702	CDS	825				hypothetical protein
NJOOCDGH_04703	CDS	588				hypothetical protein
NJOOCDGH_04704	CDS	3486	pilY1			Type IV pilus biogenesis factor PilY1
NJOOCDGH_04705	CDS	348				hypothetical protein
NJOOCDGH_04706	CDS	426				hypothetical protein
NJOOCDGH_04707	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
NJOOCDGH_04708	CDS	441	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
NJOOCDGH_04709	CDS	510	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
NJOOCDGH_04710	CDS	2832	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
NJOOCDGH_04711	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
NJOOCDGH_04712	CDS	1497	murJ_2		COG0728	putative lipid II flippase MurJ
NJOOCDGH_04713	CDS	276	rpsT		COG0268	30S ribosomal protein S20
NJOOCDGH_04714	CDS	465				hypothetical protein
NJOOCDGH_04715	CDS	1119	proB	2.7.2.11		Glutamate 5-kinase
NJOOCDGH_04716	CDS	1221	obg	3.6.5.-		GTPase Obg
NJOOCDGH_04717	CDS	258	rpmA		COG0211	50S ribosomal protein L27
NJOOCDGH_04718	CDS	312	rplU		COG0261	50S ribosomal protein L21
NJOOCDGH_04719	CDS	969	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
NJOOCDGH_04720	CDS	225				hypothetical protein
NJOOCDGH_04721	CDS	2028				hypothetical protein
NJOOCDGH_04722	CDS	618	fklB_2	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
NJOOCDGH_04723	CDS	306				hypothetical protein
NJOOCDGH_04724	CDS	489				hypothetical protein
NJOOCDGH_04725	CDS	342				hypothetical protein
NJOOCDGH_04726	CDS	2454				hypothetical protein
NJOOCDGH_04727	CDS	327				hypothetical protein
NJOOCDGH_04728	CDS	489				hypothetical protein
NJOOCDGH_04729	CDS	1857				hypothetical protein
NJOOCDGH_04730	CDS	555	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
NJOOCDGH_04731	CDS	1596	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
NJOOCDGH_04732	tRNA	74				tRNA-Arg(acg)
NJOOCDGH_04733	CDS	1146				hypothetical protein
NJOOCDGH_04734	CDS	1215	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
NJOOCDGH_04735	CDS	813				hypothetical protein
NJOOCDGH_04736	CDS	1026	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
NJOOCDGH_04737	CDS	378				hypothetical protein
NJOOCDGH_04738	CDS	1041	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
NJOOCDGH_04739	CDS	1338	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
NJOOCDGH_04740	CDS	1437	ompP1		COG2067	Outer membrane protein P1
NJOOCDGH_04741	CDS	489				hypothetical protein
NJOOCDGH_04742	CDS	1278				hypothetical protein
NJOOCDGH_04743	CDS	1482				hypothetical protein
NJOOCDGH_04744	CDS	1194	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
NJOOCDGH_04745	CDS	714	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
NJOOCDGH_04746	CDS	1665	ettA		COG0488	Energy-dependent translational throttle protein EttA
NJOOCDGH_04747	CDS	252				hypothetical protein
NJOOCDGH_04748	CDS	636				hypothetical protein
NJOOCDGH_04749	CDS	1440	oprJ		COG1538	Outer membrane protein OprJ
NJOOCDGH_04750	CDS	3132	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
NJOOCDGH_04751	CDS	1065	acrA			Multidrug efflux pump subunit AcrA
NJOOCDGH_04752	CDS	564				hypothetical protein
NJOOCDGH_04753	CDS	4248				hypothetical protein
NJOOCDGH_04754	CDS	1254	glyA_2	2.1.2.1	COG0112	Serine hydroxymethyltransferase
NJOOCDGH_04755	CDS	375				hypothetical protein
NJOOCDGH_04756	CDS	1005	yjiA_2	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
NJOOCDGH_04757	CDS	204				hypothetical protein
NJOOCDGH_04758	CDS	2067	btsT		COG1966	Pyruvate/proton symporter BtsT
NJOOCDGH_04759	CDS	507				hypothetical protein
NJOOCDGH_04760	CDS	378				Cyclic diguanosine monophosphate-binding protein
NJOOCDGH_04761	CDS	1362	radA	3.6.4.-	COG1066	DNA repair protein RadA
NJOOCDGH_04762	CDS	435				hypothetical protein
NJOOCDGH_04763	CDS	255				hypothetical protein
NJOOCDGH_04764	CDS	543				hypothetical protein
NJOOCDGH_04765	CDS	1542	katB	1.11.1.6	COG0753	Catalase
NJOOCDGH_04766	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
NJOOCDGH_04767	CDS	777	fpr_2	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
NJOOCDGH_04768	CDS	999	dctP_2		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
NJOOCDGH_04769	CDS	1125	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
NJOOCDGH_04770	CDS	576	pucB		COG2068	Purine catabolism protein PucB
NJOOCDGH_04771	CDS	972	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
NJOOCDGH_04772	CDS	1248	adhB	1.1.5.5		Alcohol dehydrogenase (quinone), cytochrome c subunit
NJOOCDGH_04773	CDS	540	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
NJOOCDGH_04774	CDS	2832				hypothetical protein
NJOOCDGH_04775	CDS	1212	entS_3		COG0477	Enterobactin exporter EntS
NJOOCDGH_04776	CDS	390				hypothetical protein
NJOOCDGH_04777	CDS	1707	hxuB_2		COG2831	Heme/hemopexin transporter protein HuxB
NJOOCDGH_04778	CDS	6465				hypothetical protein
NJOOCDGH_04779	CDS	972	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
NJOOCDGH_04780	CDS	999	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
NJOOCDGH_04781	CDS	1464	lysP		COG0833	Lysine-specific permease
NJOOCDGH_04782	CDS	579	mneA			Putative manganese exporter
NJOOCDGH_04783	CDS	444				hypothetical protein
NJOOCDGH_04784	CDS	990				hypothetical protein
NJOOCDGH_04785	CDS	822	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
NJOOCDGH_04786	CDS	2139	mcpU_2		COG0840	Methyl-accepting chemotaxis protein McpU
NJOOCDGH_04787	CDS	615				hypothetical protein
NJOOCDGH_04788	CDS	705	mgtC_2		COG1285	Protein MgtC
NJOOCDGH_04789	CDS	264				hypothetical protein
NJOOCDGH_04790	CDS	183				hypothetical protein
NJOOCDGH_04791	CDS	1161				hypothetical protein
NJOOCDGH_04792	CDS	279				hypothetical protein
NJOOCDGH_04793	CDS	207				hypothetical protein
NJOOCDGH_04794	CDS	588				hypothetical protein
NJOOCDGH_04795	CDS	1524	mqo_2	1.1.5.4	COG0579	Malate:quinone oxidoreductase
NJOOCDGH_04796	CDS	198				hypothetical protein
NJOOCDGH_04797	CDS	291				hypothetical protein
NJOOCDGH_04798	CDS	486				hypothetical protein
NJOOCDGH_04799	CDS	474				hypothetical protein
NJOOCDGH_04800	CDS	558	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
NJOOCDGH_04801	CDS	639	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
NJOOCDGH_04802	CDS	1284	uraA		COG2233	Uracil permease
NJOOCDGH_04803	CDS	549				hypothetical protein
NJOOCDGH_04804	CDS	534				hypothetical protein
NJOOCDGH_04805	CDS	543				hypothetical protein
NJOOCDGH_04806	CDS	789				hypothetical protein
NJOOCDGH_04807	CDS	2373	caf1A		COG3188	F1 capsule-anchoring protein
NJOOCDGH_04808	CDS	948				hypothetical protein
NJOOCDGH_04809	CDS	1374	exuT_3			Hexuronate transporter
NJOOCDGH_04810	CDS	1023	hemH	4.99.1.1	COG0276	Ferrochelatase
NJOOCDGH_04811	CDS	918				Epimerase family protein
NJOOCDGH_04812	CDS	984		1.6.3.5	COG3380	Renalase
NJOOCDGH_04813	CDS	957				hypothetical protein
NJOOCDGH_04814	CDS	900				hypothetical protein
NJOOCDGH_04815	CDS	1431	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
NJOOCDGH_04816	CDS	522	pagL	3.1.1.77		Lipid A deacylase PagL
NJOOCDGH_04817	CDS	798	murI	5.1.1.3	COG0796	Glutamate racemase
NJOOCDGH_04818	CDS	759	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
NJOOCDGH_04819	CDS	831	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
NJOOCDGH_04820	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
NJOOCDGH_04821	CDS	1269	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
NJOOCDGH_04822	CDS	1728	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
NJOOCDGH_04823	CDS	618	lolB		COG3017	Outer-membrane lipoprotein LolB
NJOOCDGH_04824	CDS	849	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NJOOCDGH_04825	tRNA	75				tRNA-Gln(ttg)
NJOOCDGH_04826	CDS	942	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
NJOOCDGH_04827	CDS	615	rplY			50S ribosomal protein L25
NJOOCDGH_04828	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
NJOOCDGH_04829	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
NJOOCDGH_04830	tRNA	77				tRNA-Met(cat)
NJOOCDGH_04831	CDS	306				hypothetical protein
NJOOCDGH_04832	CDS	2229	iutA_2			Ferric aerobactin receptor
NJOOCDGH_04833	CDS	648	can	4.2.1.1	COG0288	Carbonic anhydrase 2
NJOOCDGH_04834	CDS	1239				hypothetical protein
NJOOCDGH_04835	CDS	453	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
NJOOCDGH_04836	CDS	798				hypothetical protein
NJOOCDGH_04837	CDS	537				hypothetical protein
NJOOCDGH_04838	CDS	1020				hypothetical protein
NJOOCDGH_04839	CDS	1047				hypothetical protein
NJOOCDGH_04840	CDS	603				hypothetical protein
NJOOCDGH_04841	CDS	1299				hypothetical protein
NJOOCDGH_04842	CDS	696				hypothetical protein
NJOOCDGH_04843	CDS	2847				hypothetical protein
NJOOCDGH_04844	CDS	1008	fbpA		COG1840	Iron-utilization periplasmic protein
NJOOCDGH_04845	CDS	1563				hypothetical protein
NJOOCDGH_04846	CDS	2307	yebT		COG3008	Intermembrane transport protein YebT
NJOOCDGH_04847	CDS	621	pqiA_1		COG2995	Intermembrane transport protein PqiA
NJOOCDGH_04848	CDS	657	pqiA_2		COG2995	Intermembrane transport protein PqiA
NJOOCDGH_04849	rRNA	110				5S ribosomal RNA
NJOOCDGH_04850	rRNA	2888				23S ribosomal RNA
NJOOCDGH_04851	tRNA	76				tRNA-Ala(tgc)
NJOOCDGH_04852	tRNA	77				tRNA-Ile(gat)
NJOOCDGH_04853	rRNA	1531				16S ribosomal RNA
NJOOCDGH_04854	CDS	609	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
NJOOCDGH_04855	CDS	1014	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
NJOOCDGH_04856	CDS	816				hypothetical protein
NJOOCDGH_04857	CDS	1017	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
NJOOCDGH_04858	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
NJOOCDGH_04859	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
NJOOCDGH_04860	CDS	453				hypothetical protein
NJOOCDGH_04861	CDS	330	yqcC		COG3098	putative protein YqcC
NJOOCDGH_04862	CDS	780				hypothetical protein
NJOOCDGH_04863	CDS	2325	mrcB		COG0744	Penicillin-binding protein 1B
NJOOCDGH_04864	CDS	1563			COG0645	putative protein
NJOOCDGH_04865	CDS	348				hypothetical protein
NJOOCDGH_04866	CDS	273				hypothetical protein
NJOOCDGH_04867	CDS	798				hypothetical protein
NJOOCDGH_04868	CDS	888				hypothetical protein
NJOOCDGH_04869	CDS	768	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
NJOOCDGH_04870	CDS	984	hmuU_2		COG0609	Hemin transport system permease protein HmuU
NJOOCDGH_04871	CDS	894	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
NJOOCDGH_04872	CDS	1065	hemS		COG3720	Hemin transport protein HemS
NJOOCDGH_04873	CDS	2295	hemR		COG1629	Hemin receptor
NJOOCDGH_04874	CDS	324				hypothetical protein
NJOOCDGH_04875	CDS	513				hypothetical protein
NJOOCDGH_04876	CDS	450				hypothetical protein
NJOOCDGH_04877	CDS	450				hypothetical protein
NJOOCDGH_04878	CDS	1236	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
NJOOCDGH_04879	CDS	855	phzF_3	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
NJOOCDGH_04880	CDS	894				hypothetical protein
NJOOCDGH_04881	CDS	477	secD_2			Protein translocase subunit SecD
NJOOCDGH_04882	CDS	1296	adeP_2		COG2252	Adenine permease AdeP
NJOOCDGH_04883	CDS	1092	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
NJOOCDGH_04884	CDS	708	sfsA		COG1489	Sugar fermentation stimulation protein A
NJOOCDGH_04885	CDS	1173	aspC_2	2.6.1.1	COG0436	Aspartate aminotransferase
NJOOCDGH_04886	CDS	447	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
NJOOCDGH_04887	CDS	882	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
NJOOCDGH_04888	CDS	177				hypothetical protein
NJOOCDGH_04889	CDS	2952	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_04890	CDS	1437	zraR_4		COG2204	Transcriptional regulatory protein ZraR
NJOOCDGH_04891	CDS	1404	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
NJOOCDGH_04892	CDS	489	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NJOOCDGH_04893	CDS	801	panB_2	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
NJOOCDGH_04894	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
NJOOCDGH_04895	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
NJOOCDGH_04896	CDS	1665	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
NJOOCDGH_04897	CDS	1938	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NJOOCDGH_04898	CDS	882				hypothetical protein
NJOOCDGH_04899	CDS	3267				hypothetical protein
NJOOCDGH_04900	CDS	294				hypothetical protein
NJOOCDGH_04901	CDS	315				hypothetical protein
NJOOCDGH_04902	CDS	198				hypothetical protein
NJOOCDGH_04903	CDS	345	osmY_2		COG2823	Osmotically-inducible protein Y
NJOOCDGH_04904	CDS	2106	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
NJOOCDGH_04905	CDS	270	rpsO		COG0184	30S ribosomal protein S15
NJOOCDGH_04906	CDS	915	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
NJOOCDGH_04907	CDS	390	rbfA		COG0858	30S ribosome-binding factor
NJOOCDGH_04908	CDS	2523	infB		COG0532	Translation initiation factor IF-2
NJOOCDGH_04909	CDS	1482	nusA		COG0195	Transcription termination/antitermination protein NusA
NJOOCDGH_04910	CDS	459	rimP		COG0779	Ribosome maturation factor RimP
NJOOCDGH_04911	tRNA	77				tRNA-Met(cat)
NJOOCDGH_04912	tRNA	86				tRNA-Leu(gag)
NJOOCDGH_04913	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
NJOOCDGH_04914	CDS	1338	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
NJOOCDGH_04915	CDS	780	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NJOOCDGH_04916	CDS	1920	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NJOOCDGH_04917	CDS	624	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
NJOOCDGH_04918	CDS	315			COG1534	RNA-binding protein
NJOOCDGH_04919	CDS	408				hypothetical protein
NJOOCDGH_04920	CDS	477	greA		COG0782	Transcription elongation factor GreA
NJOOCDGH_04921	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
NJOOCDGH_04922	CDS	651	leuE_2		COG1280	Leucine efflux protein
NJOOCDGH_04923	CDS	1137	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
NJOOCDGH_04924	CDS	807	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
NJOOCDGH_04925	CDS	1134	dnaJ		COG0484	Chaperone protein DnaJ
NJOOCDGH_04926	CDS	1914	dnaK_1		COG0443	Chaperone protein DnaK
NJOOCDGH_04927	CDS	561	grpE		COG0576	Protein GrpE
NJOOCDGH_04928	CDS	1677	recN		COG0497	DNA repair protein RecN
NJOOCDGH_04929	CDS	405	fur		COG0735	Ferric uptake regulation protein
NJOOCDGH_04930	CDS	531	bamE			Outer membrane protein assembly factor BamE
NJOOCDGH_04931	CDS	306				hypothetical protein
NJOOCDGH_04932	CDS	435	ratA		COG2867	Ribosome association toxin RatA
NJOOCDGH_04933	CDS	480	smpB		COG0691	SsrA-binding protein
NJOOCDGH_04934	CDS	774	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
NJOOCDGH_04935	CDS	1689	glcA		COG1620	Glycolate permease GlcA
NJOOCDGH_04936	CDS	1146	lldD_2	1.1.-.-	COG1304	L-lactate dehydrogenase
NJOOCDGH_04937	CDS	2817				hypothetical protein
NJOOCDGH_04938	CDS	483	speH	4.1.1.50		S-adenosylmethionine decarboxylase proenzyme
NJOOCDGH_04939	CDS	1128	speE_3	2.5.1.104	COG0421	Polyamine aminopropyltransferase
NJOOCDGH_04940	CDS	861				hypothetical protein
NJOOCDGH_04941	CDS	666	qseB_3			Transcriptional regulatory protein QseB
NJOOCDGH_04942	CDS	1434	qseC_2	2.7.13.3		Sensor protein QseC
NJOOCDGH_04943	CDS	399	hmrR			HTH-type transcriptional regulator HmrR
NJOOCDGH_04944	CDS	567				hypothetical protein
NJOOCDGH_04945	CDS	894	eamA_2		COG0697	putative amino-acid metabolite efflux pump
NJOOCDGH_04946	CDS	894				hypothetical protein
NJOOCDGH_04947	CDS	1182		3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase
NJOOCDGH_04948	CDS	246				hypothetical protein
NJOOCDGH_04949	CDS	891	yedA_2			putative inner membrane transporter YedA
NJOOCDGH_04950	CDS	468	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
NJOOCDGH_04951	CDS	1278	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
NJOOCDGH_04952	CDS	1356				hypothetical protein
NJOOCDGH_04953	CDS	1002				hypothetical protein
NJOOCDGH_04954	CDS	858				hypothetical protein
NJOOCDGH_04955	CDS	306				hypothetical protein
NJOOCDGH_04956	CDS	750	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
NJOOCDGH_04957	CDS	621				hypothetical protein
NJOOCDGH_04958	CDS	936			COG0584	putative protein
NJOOCDGH_04959	CDS	564				hypothetical protein
NJOOCDGH_04960	CDS	483				hypothetical protein
NJOOCDGH_04961	CDS	378				hypothetical protein
NJOOCDGH_04962	CDS	468	gcvH_2			Glycine cleavage system H protein
NJOOCDGH_04963	CDS	1017				IS110 family transposase ISPa11
NJOOCDGH_04964	CDS	729				hypothetical protein
NJOOCDGH_04965	CDS	579				hypothetical protein
NJOOCDGH_04966	CDS	801	tam_8	2.1.1.144		Trans-aconitate 2-methyltransferase
NJOOCDGH_04967	CDS	369				hypothetical protein
NJOOCDGH_04968	CDS	723	nadE_1	6.3.5.1		Glutamine-dependent NAD(+) synthetase
NJOOCDGH_04969	tRNA	96				tRNA-SeC(tca)
NJOOCDGH_04970	CDS	618				hypothetical protein
NJOOCDGH_04971	CDS	1398	potE_2			Putrescine transporter PotE
NJOOCDGH_04972	CDS	1407	spuC_3	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
NJOOCDGH_04973	CDS	819				hypothetical protein
NJOOCDGH_04974	CDS	1926	selB		COG3276	Selenocysteine-specific elongation factor
NJOOCDGH_04975	CDS	1407	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
NJOOCDGH_04976	CDS	930	fdhE		COG3058	Protein FdhE 
NJOOCDGH_04977	CDS	627	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
NJOOCDGH_04978	CDS	930	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
NJOOCDGH_04979	CDS	2442	fdoG	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
NJOOCDGH_04980	CDS	591	fdnG	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
NJOOCDGH_04981	CDS	930	lip_2	3.1.1.3	COG1075	Triacylglycerol lipase
NJOOCDGH_04982	CDS	2046	fadH_3	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
NJOOCDGH_04983	CDS	450				hypothetical protein
NJOOCDGH_04984	CDS	1236				hypothetical protein
